answer_text,date_created,date_updated,search_table_id,category_main,category_sec,category_thir,category_four,category_five,link_main,link_sec,link_thir,name_link_main,name_link_sec,name_link_thir
"Basado en diversas recomendaciones de otros usuarios, podras encontrar comida Colombiana en el restaurante La Tienda y tambien en el restaurante / Cafe Cento Mani. Si quieres encontrar mas informacion sobre este negocio, dirigete a la siguiente pagina web.",6-Aug-19,6-Aug-19,157,Negocios,Vida,Aguardiente,Bebidas,,http://www.latiendamelbourne.com/,,,La Tienda,,
"Si te encuentras ubicado en la ciudad de Melbourne, te tocaria viajar a Canberra o a Sydney, donde se encuentran los consulados de Colombia en Australia. Mas sin embargo, estos consulados envian un consulado movil a Melbourne, el cual se queda por un par de dias para que los Colombianos que necesiten tramitar diligencias, no se necesiten desplazar hasta las otras ciudades. Para mayor informacion acerca de el consulado movil, dirigete a la pagina web a continuacion.",6-Aug-19,6-Aug-19,159,Negocios,Cedula,Vida,Melbourne,,https://canberra.consulado.gov.co/,,,Consulado de Colombia,,
"De acuerdo a varias recomendaciones de otros usuarios, estas mazorcas las puedes encontrar en una tienda asiatica que queda en el QV (Queen Victoria). QV es un Centro Comercial en el CBD que queda sobre las calles de Swanston y Lonsdale. La tienda es asiatica y queda detrás de una tienda japonesa de color rosado llamada “Daiso” y al lado del Gimnasio Fitness First.",6-Aug-19,6-Aug-19,160,Negocios,Comida,Mazorca,Colombia,,,,,,,
"Cuando haces escala por Santiago de Chile, puedes salir de el aeropuerto sin ningun problema alguno. Simplemente debes pasar por un puesto de control donde te dan un documento, el cual debes entregar lde vuelta luego que vayas a volver a ingresar al aeropuerto.",6-Aug-19,6-Aug-19,161,Viaje,Transito,Escala,Aeropuerto,Chile,,,,,,
"El dinero del bono debe ir a una organización del gobierno local que lo toma en custodia dentro de los 10 días siguientes al inicio del arrendamiento. Si el arredramiento tiene lugar en Victoria –en cada estado varía la organización- el dinero debe ir a la oficina Residential Tenancies Bond Authority (Autoridad de bonos residenciales de inquilinos, en Español): RTBA en Melbouirne, RTA en Brisbane y RBO en Sydney.",6-Aug-19,6-Aug-19,162,Vida,Arriendo,Bono,Habitacion,,,,,,,
"De acuerdo a diferentes opiniones, se recomienda traer dólares americanos y cambiarlos en casas de cambio en Australia. En caso que no pueda cambiar los pesos Colombianos por dólares americanos en Colombia, se te recomienda no traer pesos colombianos, los lugares para cambiarlos son escasos y no es favorable.",6-Aug-19,6-Aug-19,163,Vida,Retiros,Dolares,,,,,,,,
"Basado en diversas recomendaciones de otros usuarios, podras encontrar comida Perunana en el restaurante Pastuso. Si quieres encontrar mas informacion sobre este negocio, dirigete a la siguiente pagina web.",6-Aug-19,6-Aug-19,157,Negocios,Vida,Aguardiente,Bebidas,,http://www.latiendamelbourne.com/,,,La Tienda,,
"Basado en diversas recomendaciones de otros usuarios, podras encontrar comida Mexicana en el restaurante Mamasita, Fonda y La Tortilleria. Si quieres encontrar mas informacion sobre estos negocio, dirigete a las siguientes paginas web.",6-Aug-19,6-Aug-19,157,Negocios,Vida,Aguardiente,Bebidas,,http://www.latiendamelbourne.com/,,,La Tienda,,
"De acuerdo a recomendaciones de otros usuarios, el mejor lugar donde puedes encontrar platanos son en el Mercado de Preston y el mercado de Sunshine.",6-Aug-19,6-Aug-19,166,Negocios,Platano,,,,https://www.prestonmarket.com.au/,,,Mercado de Preston,,
El RWC tiene un costo aproximado de AUD$ 99 y se te demora unas 3 horas en obtenerlo. Este certificado lo puedes obtener en cualquier taller de motos que este registrados para proveer este documento. A continuacion te damos la informacion de algunos talleres recomendados por algunos usuarios.,6-Aug-19,6-Aug-19,167,Negocios,RWC,Vehiculo,Certificado,,https://starcycle.com.au/,http://sixtydegreesmotorcycles.com.au/,https://platinummotorcycles.com.au/,Starcycle,Sixty Degrees Motorcycles,Platinum Motorcycles
"De acuerdo a diferentes opiniones de otros usuarios, hay un Doctor en el centro medico de Swanston que habla l español y es muy bueno. Su nombre es Anthony Baresic y puedes reservar una cita con el en la siguiente pagina web.",6-Aug-19,6-Aug-19,168,Negocios,Doctor,Español,Medico,,https://swanstonstreetmedicalcentre.com.au/our-doctors/,,,Centro Medico de Swanston,,
"De acuerdo a diferentes opiniones de otros usuarios, si tenias visa de estudiante y aplicas a otra de estudiante, no tendras derecho a trabajar desde que se termine tu visa actual, hasta que comience el curso de la siguiente visa. A menos que te hayan otorgado la Bridging visa A, o ya te haya llegado la nueva visa de estudiante. Para mayor informacion acerca de las condiciones de la Bridging visa, dirigete a la siguiente pagina web.",6-Aug-19,6-Aug-19,168,Negocios,Doctor,Español,Medico,,https://swanstonstreetmedicalcentre.com.au/our-doctors/,,,Centro Medico de Swanston,,
"Desafortunadamente, si se te llegara a perder la licencia de conduccion, no hay forma de que te den una nueva por medio del consulado.",6-Aug-19,6-Aug-19,170,Vida,Licencia,Consulado,,,,,,,,
"Existen diferentes lugares donde puedes obtener el White Card, incluyendo sitios en linea. Mas sin embargo la mas recomendada por usuarios es Edway Training. Si quieres mas informacion, dirigete a la siguiente pagina web.",6-Aug-19,6-Aug-19,92,Vida,White Card,Trabajo,,,https://www.cbdcollege.edu.au,http://www.licences4work.com.au,http://www.comsectraining.com.au,CBD College,Licenses4work,Comsec Training
"Si quieres dirigirte o salir de el aeropuerto de Avalon, puedes tomar el servicio que te ofrece el Skybus, el cual llega y sale de Souther Cross Station. Para mayor informacion, dirigete a la siguiente pagina web.",6-Aug-19,6-Aug-19,172,Vida,Aeropuerto,Transporte,,,https://www.skybus.com.au/,,,SkyBus,,
"Si quieres dirigirte o salir de el aeropuerto de Tullamarine, puedes tomar el servicio que te ofrece el Skybus, el cual llega y sale de Souther Cross Station. Para mayor informacion, dirigete a la siguiente pagina web.",6-Aug-19,6-Aug-19,173,Vida,Aeropuerto,Transporte,,,https://www.skybus.com.au/,,,SkyBus,,
"De acuerdo a diferentes recomendaciones de otros usuarios, una de las mejores peluquerias para hombres son Alpha Barbers y uncle Rocco, los cuales estan situados en diferentes puntos  de la ciudad. Para mayor informacion, dirigete a las siguientes paginas web.",6-Aug-19,6-Aug-19,174,Negocios,Peluqueria,Cabello,,,http://www.alphabarbers.com.au/,https://uncleroccos.com.au/,,Alpha Barbers,Uncle Rocco,
"Existen negocios que te pueden ayudar a arreglar el cargador de tu computador. Muchos de estos negocios son vitrinas que se encuentran establecidas en grandes centros comerciales como Highpoint shopping centre, Melbourne Central or DFO. Te puedes dirigir a cualquiera de estos centros comerciales y preguntar por estos negocios.",6-Aug-19,6-Aug-19,175,Negocios,Cargador,Computador,,,,,,,,
"Basado en diferentes recomendaciones de otros usuarios, podras encontrar diversas empresas o personas que te puedan ayudar a arregla tu electrodomestico en Airtasker. Simplemente tienes que colocar un anuncio de lo que necesites, y perosnas certificadas te contactaran para ayudarte con tu anuncio. Para mayor informacion acerca de Airtasker, dirigete a la siguiente pagina web.",6-Aug-19,6-Aug-19,152,Negocios,Vida,Clases,Guitarra,,https://www.learnguitartoday.com.au/,https://www.richmondmusicacademy.com.au/,https://themusicgym.com.au/,Learn Guitar Today,Richmond Music Academy,The Music Gym
"De acuerdo a diferentes recomendaciones de otros usuarios, puedes encontrar medias de compresion en Chemist Warehouse. Estas se encuentran ubicadas en diferentes sitios de la ciudad y puedes dirigirte a la siguiente pagina web para mayor informacion.",6-Aug-19,6-Aug-19,174,Negocios,Peluqueria,Cabello,,,http://www.alphabarbers.com.au/,https://uncleroccos.com.au/,,Alpha Barbers,Uncle Rocco,
"De acuerdo a diferentes recomendaciones de otros usuarios, puedes contactar a Jessica Veta Travel, la cual cuenta con viajes turisticos en Español. Para mayor informacion dirigete al siguiente link.",6-Aug-19,6-Aug-19,174,Negocios,Peluqueria,Cabello,,,http://www.alphabarbers.com.au/,https://uncleroccos.com.au/,,Alpha Barbers,Uncle Rocco,
"Basado en diferentes recomendaciones de otros usuarios, podras encontrar diversas empresas o personas que te puedan ayudar a con una mudanza en Airtasker. Simplemente tienes que colocar un anuncio de lo que necesites, y perosnas certificadas te contactaran para ayudarte con tu anuncio. Para mayor informacion acerca de Airtasker, dirigete a la siguiente pagina web.",6-Aug-19,6-Aug-19,152,Negocios,Vida,Clases,Guitarra,,https://www.learnguitartoday.com.au/,https://www.richmondmusicacademy.com.au/,https://themusicgym.com.au/,Learn Guitar Today,Richmond Music Academy,The Music Gym
"De acuerdo a diferentes opiniones y recomendaciones de otros usuarios, te recomendamos que compres vestidos de baño en KMart o Myer, ya que estas empresas cuentan con gran variedad. Para mayor informacion, te puedes dirigir a su pagina web a continuacion.",6-Aug-19,6-Aug-19,28,Viaje,Cruceros,,,,https://www.crazycruises.com.au/,https://www.cruiseguru.com.au/,,Crazy Cruises,Cruise Guru,
"Para poder cambiar de vehiculo cuando lo tengas vinculado a una empresa de entrega como Uber Eats o Deliveroo, simplemente tienes que contactarlos como usuario principal de la cuenta y llenar los formularios que te exigiran. Este proceso se demora 24 horas y puedes hacerlo en cualquier momento. Para mayor informacion, te puedes dirigir a la siguiente pagina web.",6-Aug-19,6-Aug-19,181,Vida,Trabajo,Vehiculo,,,https://help.uber.com/partners/article/swapreplace-a-vehicle?nodeId=35e66b11-c59d-44c9-bc97-15f6e92a98da,,,Uber Eats,,
"De acuerdo a diferentes recomendaciones de otros usuarios, puedes encontrar Arequipe o Bacadillo en el Cafe Organik. Para mayor informacion acerca de este lugar, puedes dirigirte a la siguiente pagina web.",6-Aug-19,6-Aug-19,174,Negocios,Peluqueria,Cabello,,,http://www.alphabarbers.com.au/,https://uncleroccos.com.au/,,Alpha Barbers,Uncle Rocco,
"Bali es uno de los mejores destinos a los que un estudiante puede ir a visitar, ya que es bastante economico y hay mucho lugares para visitar. Para mayor informacion acerca de este destino, te recomendamos leer el Blog a continuacion.",6-Aug-19,6-Aug-19,183,Viaje,Bali,Vida,,,Blog,,,,,
"Basado en diferentes recomendaciones y opiniones de otros usuarios, te recomendamos que contactes a Ana Lucia Orozco. A continuacion puedes visitar su cuenta de Facebook.",6-Aug-19,6-Aug-19,184,Negocios,Vida,Depiladores,,,https://www.facebook.com/analucia.orozco1?hc_location=ufi,,,Perfil de Ana Lucia Orozco,,
"Uno de las empresas de seguros mas recomendadas por nuestra comunidad es Bupa, ya que cuenta con seguros economicos para mayores de edad. Si quieres mas informacion, dirigete a la siguiente pagina web.",6-Aug-19,6-Aug-19,185,Vida,Negocios,Seguros,,,https://www.bupa.com.au/,,,Bupa,,
"Requieres una visa de transito para hacer escala en Malasia, siempre y cuando tengas que salir del terminal a donde llegaste. Mas sin embargo, si el terminal de llegada, sera el mismo de salida, no rquieres ninguna visa.",6-Aug-19,6-Aug-19,186,Viaje,Malasia,Visa,Escala,,https://www.klia2.info/trips/malaysia/malaysia-visa-information/,,,Visas,,
"Te recomendamos que te dirijas a Livelo or Sydney Electric Bikes para compras de bicicletas. Si quieres mas informacion acrca de estas tiendas, dirigete a las siguientes paginas web.",6-Aug-19,6-Aug-19,187,Negocios,Trabajo,Bicicleta,,,https://www.livelo.com.au/collections/e-bike-rental-sydney,http://www.sydneyelectricbikes.com.au/,,Livelo,Sydney Electric Bikes,
"Cuando trabajas prestando servicios para Uber Eats, Deliveroo o cualquier otra empresa, deberas pagar impuestos en el dinero que ganes. Este dinero debera ser pagado al ATO (Australian Taxation Office). Para mayor informacion, dirigete a las siguientes paginas web.",6-Aug-19,6-Aug-19,188,Vida,Uber,Impuestos,Trabajo,,https://www.ato.gov.au/rates/individual-income-tax-rates/?fbclid=IwAR2AyYsYQR0D2Hskul9qcWjJuE5sCTw-oeAsRXECjp6mgG0zFJTbojnpwng,https://community.ato.gov.au/t5/Sharing-Economy/Paying-tax-as-Uber-Eats-Driver/td-p/6838,,ATO,ATO Community,
"Basado en diferentes recomendaciones y opiniones de otros usuarios, te recomendamos VIP Dental, Total Smiles y el odontologo Edward Valencia. A continuacion puedes visitar sus paginas web y cuenta de Facebook.",6-Aug-19,6-Aug-19,184,Negocios,Vida,Depiladores,,,https://www.facebook.com/analucia.orozco1?hc_location=ufi,,,Perfil de Ana Lucia Orozco,,
"Basado en diferentes recomendaciones y opiniones de otros usuarios, te recomendamos Authentink y The Darling Parlour. A continuacion puedes visitar sus paginas web donde podras ver sus cuentas de Instagram.",6-Aug-19,6-Aug-19,184,Negocios,Vida,Depiladores,,,https://www.facebook.com/analucia.orozco1?hc_location=ufi,,,Perfil de Ana Lucia Orozco,,
"De acuerdo a diferentes experiencias de diferentes usuarios, te podemos recomendar usar el sitio web Roomster para buscar un lugar para arrendar, bien sea una habitcion o una casa completa.",6-Aug-19,6-Aug-19,191,Negocios,Vida,Roomster,,,https://www.roomster.com,,,Roomster,,
"Basado en diferentes recomendaciones y opiniones de otros usuarios, te recomendamos que contactes a el odontologo Julian Osorio. A continuacion puedes visitar su cuenta de Facebook para mayor informacion.",6-Aug-19,6-Aug-19,184,Negocios,Vida,Depiladores,,,https://www.facebook.com/analucia.orozco1?hc_location=ufi,,,Perfil de Ana Lucia Orozco,,
"Para contactar traductores oficiales, te recomendamos que lo hagas directamete con NAATI o Entrelingo, ya que estas dos son las mas seguras y recomendadas por nuestros usuarios.",6-Aug-19,6-Aug-19,193,Negocios,Vida,Traductor,,,https://www.naati.com.au/mynaati/PDSearch/StartNewSearch,https://www.entrelingo.com/,,Naati,Entrelingo,
"Para presentar el driving test, deberas usar un vehiculo el cual este registrado legalmente. Este vehiculo no puede pesar mas de 4.5 toneladas y no puede sentar mas de 12 personas. Para mayor informacion, puedes dirigirte a la siguiente pagina web.",6-Aug-19,6-Aug-19,194,Vida,Licencia,Van,,,https://www.ltrent.com.au/blog/the-test-car/,,,ITrent,,
"Basado en diferentes recomendaciones y opiniones de otros usuarios, te recomendamos que contactes a el estilista Johnatan Hernandez Galindo. A continuacion puedes visitar su cuenta de Facebook para mayor informacion.",6-Aug-19,6-Aug-19,184,Negocios,Vida,Depiladores,,,https://www.facebook.com/analucia.orozco1?hc_location=ufi,,,Perfil de Ana Lucia Orozco,,
"con el presupuesto que cuentas podrias adquirir una gran variedad de marca de carros y estos irian desde el modelo 2000 hasta 2006. Carros como Hyundai Getz, Toyota Corolla or el honda Jazz son muy buenas opciones. Para comprar un carro, puedes dirigirte a las siguientes paginas web.",6-Aug-19,6-Aug-19,196,Vida,Carro,Compra,,,https://www.carsales.com.au/,https://www.gumtree.com.au/,,Carsales,Gumtree,
