post_table_id,search_table_id,city,country,post_question_text,url,date_updated,date_created,post_raw_Text,post_id,group_id,date_stamp,reactions_like,reactions_love,reactions_haha,reactions_wow,group_name,tag_1,tag_2,tag_3,tag_4,tag_5
247,92,Melbourne,Australia,¿Donde puedo obtener el White Card?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/811587945844188/?sale_post_id=811587945844188,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
248,172,Melbourne,Australia,¿Como hago para ir or salir del aeropuerto de Avalon desde la ciudad?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/812171475785835/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
249,173,Unknown,Australia,¿Como hago para ir or salir del aeropuerto de Tullamarine desde la ciudad?,BLANK,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
250,174,Melbourne,Australia,¿Donde me puedo cortar el cabello?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/808633222806327/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
251,175,Melbourne,Australia,¿Donde puedo arreglar el cargador de mi computador?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/804423156560667/?sale_post_id=804423156560667,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
252,152,Melbourne,Australia,¿Donde puedo arreglar mi lavadora?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/806920876310895/?sale_post_id=806920876310895,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
253,174,Melbourne,Australia,¿Donde puedo comprar medias de compresion?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/806171836385799/?sale_post_id=806171836385799,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
254,174,Melbourne,Australia,¿Donde encuentro una empresa de turismo en Español?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/805143083155341/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
255,152,Melbourne,Australia,¿Donde puedo conseguir a alguien que me ayude con una mudanza?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10156981769224512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
256,28,Melbourne,Australia,¿Donde puedo encontrar vestidos de baño baratos?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10156981228634512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
257,181,Melbourne,Australia,¿Como puedo cambiar de vehiculo en Uber Eats or Deliveroo?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10156983567799512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
258,136,Melbourne,Australia,¿Cuanto me cobran por sacar dinero de una cuenta en Colombia de un cajero automatico en Australia?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10156980148504512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
259,108,Melbourne,Australia,¿Necesito visa de transito para hacer escala en Dubai?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10156981094724512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
260,174,Sydney,Australia,¿Dónde se puede comprar bocadillos o arequipe?,https://www.facebook.com/groups/199938213463236?view=permalink&id=988786804578369,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
261,183,Sydney,Australia,¿Cuáles son los mejores destinos para ir a Bali?,https://www.facebook.com/groups/199938213463236?view=permalink&id=990040134453036,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
262,184,Sydney,Australia,¿Qué sitios hay para depilar cejas?,https://www.facebook.com/groups/199938213463236?view=permalink&id=984718531651863,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
263,185,Sydney,Australia,¿Qué seguros hay para personas mayores de 65 años?,https://www.facebook.com/groups/199938213463236?view=permalink&id=985979228192460,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
264,186,Sydney,Australia,¿Qué visa se necesita para hacer escala en Kuala Lumpur?,https://www.facebook.com/groups/199938213463236?view=permalink&id=987087558081627,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
265,6,Sydney,Australia,¿Qué agencia de viaje es mejor para ir a Australia?,https://www.facebook.com/groups/199938213463236?view=permalink&id=985752901548426,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
266,187,Sydney,Australia,¿ Dónde puedo rentar bicicletas eléctricas aparte de Volt o Avocado-Bikes?,https://www.facebook.com/groups/199938213463236?view=permalink&id=909329665857417,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
267,188,Sydney,Australia,¿Uber Eats descuenta un porcentaje de Ganancias?,https://www.facebook.com/groups/199938213463236?view=permalink&id=990889331034783,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
268,184,Sydney,Australia,¿Cuales odontologos hay en Sidney?,https://www.facebook.com/groups/199938213463236?view=permalink&id=990942241029492,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
269,184,Sydney,Australia,¿Quién tatúa con realismo y sombra en la ciudad?,https://www.facebook.com/groups/199938213463236?view=permalink&id=987580848032298,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
270,98,Sydney,Australia,¿Dónde hacen lentes de contacto o gafas económicos con su  examen incluido?,https://www.facebook.com/groups/199938213463236?view=permalink&id=989933291130387,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
271,16,Unknown,Australia,¿Cuál instituto es mejor para estudiar ingles en Sidney?,https://www.facebook.com/groups/812097568800501?view=permalink&id=1091803857496530,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
272,191,Sydney,Australia,¿Es segura la pagina de Roomster?,https://www.facebook.com/groups/199938213463236?view=permalink&id=991272524329797,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
273,184,Unknown,Australia,¿Qué odontolólogo trabaja con calzas?,https://www.facebook.com/groups/812097568800501?view=permalink&id=1200063183337260,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
274,193,Unknown,Australia,¿Quién trabaja como traductor oficial?,https://www.facebook.com/groups/812097568800501?view=permalink&id=1166951113315140,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
275,194,Unknown,Australia,¿Se puede presentar el driving test con una Van para obtener la licencia Australiana?,https://www.facebook.com/groups/812097568800501?view=permalink&id=1167769573233290,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
276,184,Unknown,Australia,¿Hay algún estilista colombiano en Sidney?,https://www.facebook.com/groups/812097568800501?view=permalink&id=1168307276512860,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
277,196,Unknown,Australia,"¿Qué carro se puede comprar con $2,000?",https://www.facebook.com/groups/812097568800501?view=permalink&id=1206350502708530,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
